"globally unique ID","sample name","analysis/data type","environmental package","sample linkage","broad-scale environmental context","local environmental context","environmental medium","ecosystem","ecosystem_category","ecosystem_type","ecosystem_subtype","specific_ecosystem","slope aspect","history/agrochemical additions","extreme_unusual_properties/Al saturation","extreme_unusual_properties/Al saturation method","mean annual precipitation","mean annual temperature","history/crop rotation","current land use","current vegetation","current vegetation method","drainage classification","experimental factor","history/extreme events","soil_taxonomic/FAO classification","history/fire","history/flooding","extreme_unusual_properties/heavy metals","extreme_unusual_properties/heavy metals method","horizon method","link to classification information","link to climate information","soil_taxonomic/local classification","soil_taxonomic/local classification method","miscellaneous parameter","oxygenation status of sample","history/previous land use method","history/previous land use","profile position","mean seasonal precipitation","mean seasonal temperature","slope gradient","soil horizon","soil texture measurement","soil texture method","soil type","soil type method","temperature","history/tillage","water content","water content method","pH method","microbial biomass","microbial biomass method","carbon/nitrogen ratio","organic matter","organic nitrogen","total carbon","total nitrogen content","total nitrogen content method","total organic carbon","total organic carbon method","total phosphorus","phosphate","salinity","salinity method","growth facility","storage conditions","collection date","geographic location (country and/or sea,region)","geographic location (latitude and longitude)","elevation","sample storage temperature","composite design/sieving","size-fraction lower threshold","depth, meters","size-fraction upper threshold","sample material processing","biotic regimen","sample collection device","sample collection method","air temperature regimen","chemical administration","amount or size of sample collected","climate environment","gaseous environment","humidity regimen","observed biotic relationship","relationship to oxygen","light regimen","watering regimen","altitude","pH","calcium","magnesium","potassium","total nitrogen concentration","lime buffer capacity (at 30 minutes)","lime buffer capacity (after 5 day incubation)","manganese","zinc","ammonium nitrogen","nitrate nitrogen","nitrite nitrogen"
Bio-Scales:70b1bb75-9de3-4fd9-9a14-0b4ec2930278,BESC-307-CO3_27_41_41,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.588011 -123.192906","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.23,"2596 mg/kg","456.241 mg/kg","154.895 mg/kg","0.172 Percent","725 ppm","2102.5 ppm","25.9704 mg/kg","2.112 mg/kg","4.844 mg/kg","2.1 mg/kg","0.4245 mg/kg"
Bio-Scales:73927179-78fd-4265-9f20-8afe87833494,BESC-307-CO3_27_41_42,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.588011 -123.192906","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.62,"2477.56 mg/kg","485.365 mg/kg","257.767 mg/kg","0.17 Percent","675 ppm","1957.5 ppm","27.5555 mg/kg","2.7486 mg/kg","3.956 mg/kg","1.6095 mg/kg","0 mg/kg"
Bio-Scales:e35524e7-ad3c-418d-9567-6bc20f38c679,BESC-331-CL2_55_18_85,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-08","USA: Oregon, Clatskanie","46.121253 -123.270368","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,4.96,"2093.64 mg/kg","374.933 mg/kg","69.5327 mg/kg","0.565 Percent","1364 ppm","3955.6 ppm","37.4526 mg/kg","6.1641 mg/kg","14.06 mg/kg","13.3625 mg/kg","0 mg/kg"
Bio-Scales:0ed2efb8-9339-4fc2-b9bf-8c5145796143,BESC-331-CO1_12_7_2,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.588222 -123.193963","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.62,"2432.99 mg/kg","447.272 mg/kg","208.872 mg/kg","0.397 Percent","559 ppm","1621.1 ppm","22.3931 mg/kg","2.4071 mg/kg","3.5105 mg/kg","0.746 mg/kg","0 mg/kg"
Bio-Scales:21ae3418-545e-46a6-addb-dcdb38c3a8f9,BESC-331-CO2_50_17_22,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.587702 -123.193614","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.92,"2152.42 mg/kg","418.21 mg/kg","449.091 mg/kg","0.335 Percent","448 ppm","1299.2 ppm","17.8597 mg/kg","3.3915 mg/kg","2.0665 mg/kg","1.1235 mg/kg","0 mg/kg"
Bio-Scales:a5a2449f-f51f-44a5-9319-c8308a9c7403,BESC-331-CO3_15_40_43,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.588172 -123.19295","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.95,"2511.03 mg/kg","502.777 mg/kg","315.919 mg/kg","0.131 Percent","617 ppm","1789.3 ppm","26.6171 mg/kg","4.0774 mg/kg","2.6825 mg/kg","0 mg/kg","0 mg/kg"
Bio-Scales:c371fd3b-15a7-429a-b4e8-c96ac2c0866d,BESC-351-CL1_27_10_65,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-07","USA: Oregon, Clatskanie","46.121413 -123.269199","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.06,"2025.13 mg/kg","337.671 mg/kg","261.145 mg/kg","0.428 Percent","1650 ppm","4785 ppm","30.3617 mg/kg","6.2026 mg/kg","13.3995 mg/kg","15.848 mg/kg","0.2485 mg/kg"
Bio-Scales:2444715f-d66a-4360-8c86-9dcef9148c75,BESC-351-CL1_27_10_66,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-07","USA: Oregon, Clatskanie","46.121413 -123.269199","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.06,"1988.48 mg/kg","321.64 mg/kg","268.979 mg/kg","0.421 Percent","1407 ppm","4080.3 ppm","29.052 mg/kg","5.7829 mg/kg","12.638 mg/kg","15.752 mg/kg","0 mg/kg"
Bio-Scales:7dc5147c-3e49-418a-bce2-63aef3fbe588,BESC-351-CL2_54_28_86,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-08","USA: Oregon, Clatskanie","46.120945 -123.270302","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.14,"1841.93 mg/kg","331.5 mg/kg","113.561 mg/kg","0.47 Percent","1228 ppm","3561.2 ppm","34.8639 mg/kg","5.2868 mg/kg","9.5715 mg/kg","12.874 mg/kg","0 mg/kg"
Bio-Scales:1b5f600c-63d3-410b-9a6d-4900724da60d,BESC-351-CL3_84_27_109,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-10","USA: Oregon, Clatskanie","46.120965 -123.271442","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.48,"2431.98 mg/kg","453.022 mg/kg","203.463 mg/kg","0.344 Percent","1194 ppm","3462.6 ppm","47.7638 mg/kg","8.435 mg/kg","8.988 mg/kg","10.5655 mg/kg","0 mg/kg"
Bio-Scales:e75a8df7-60ab-474d-8893-15d94d5ecf4b,BESC-351-CO1_10_3_3,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-03","USA: Oregon, Corvallis","44.588248 -123.19409","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.61,"2448.33 mg/kg","471.495 mg/kg","169.281 mg/kg","0.29 Percent","605 ppm","1754.5 ppm","25.1614 mg/kg","2.3241 mg/kg","3.556 mg/kg","5.8955 mg/kg","0 mg/kg"
Bio-Scales:7d7acb77-8c4a-4492-8153-37c72033fda4,BESC-351-CO2_42_17_23,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.587809 -123.193624","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.81,"2320.83 mg/kg","458.94 mg/kg","489.767 mg/kg","0.326 Percent","577 ppm","1673.3 ppm","20.1285 mg/kg","2.638 mg/kg","2.329 mg/kg","2.804 mg/kg","0 mg/kg"
Bio-Scales:2a211f90-327f-4581-b9c2-2f76153dcda1,BESC-351-CO2_42_17_24,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.587809 -123.193624","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.83,"2416.72 mg/kg","470.753 mg/kg","486.729 mg/kg","0.35 Percent","613 ppm","1777.7 ppm","23.0525 mg/kg","3.1215 mg/kg","2.7635 mg/kg","2.8535 mg/kg","0 mg/kg"
Bio-Scales:f1c3e526-091a-4614-8be1-6f0feceb9935,BESC-351-CO3_11_46_44,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.588226 -123.192776","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.48,"2431.98 mg/kg","509.653 mg/kg","138.724 mg/kg","0.151 Percent","690 ppm","2001 ppm","32.3007 mg/kg","2.8379 mg/kg","4.4525 mg/kg","0.4225 mg/kg","0 mg/kg"
Bio-Scales:ce6dfa76-e7f3-4ecc-ab04-99c8758f4933,BESC-360-CL2_44_14_87,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-08","USA: Oregon, Clatskanie","46.121316 -123.26986","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.05,"2293.48 mg/kg","379.192 mg/kg","143.954 mg/kg","0.48 Percent","1407 ppm","4080.3 ppm","30.2824 mg/kg","5.1832 mg/kg","11.2045 mg/kg","12.703 mg/kg","0 mg/kg"
Bio-Scales:60e8d4d2-5834-429f-8f24-905c3d37355f,BESC-360-CL3_72_12_110,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-09","USA: Oregon, Clatskanie","46.121345 -123.270991","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.09,"1886.08 mg/kg","364.595 mg/kg","60.3044 mg/kg","0.521 Percent","1316 ppm","3816.4 ppm","40.0784 mg/kg","4.2092 mg/kg","13.7945 mg/kg","11.0665 mg/kg","0 mg/kg"
Bio-Scales:6bbe26bc-7601-4a43-8a68-a4ce95de7d46,BESC-360-CO1_23_6_4,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-03","USA: Oregon, Corvallis","44.588071 -123.193978","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.61,"2236.72 mg/kg","423.518 mg/kg","148.147 mg/kg","0.224 Percent","470 ppm","1363 ppm","20.9377 mg/kg","2.3331 mg/kg","3.783 mg/kg","3.086 mg/kg","0 mg/kg"
Bio-Scales:2d4a0265-b1e2-46f8-9c8a-ee7658725d85,BESC-360-CO2_62_25_25,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-03","USA: Oregon, Corvallis","44.58753 -123.19336","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.72,"2331.84 mg/kg","397.536 mg/kg","251.476 mg/kg","0.433 Percent","499 ppm","1447.1 ppm","23.085 mg/kg","6.7812 mg/kg","8.3015 mg/kg","1.403 mg/kg","0 mg/kg"
Bio-Scales:94f2832d-dbbc-4e39-9716-71cf82f7e176,BESC-360-CO3_13_34_45,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-03","USA: Oregon, Corvallis","44.588202 -123.193144","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.84,"2833.61 mg/kg","517.121 mg/kg","252.17 mg/kg","0.164 Percent","718 ppm","2082.2 ppm","28.365 mg/kg","5.7041 mg/kg","4.09 mg/kg","0 mg/kg","0 mg/kg"
Bio-Scales:270ae5f1-7db3-4d91-8d8a-7414ec9cf00f,BESC-388-CL1_25_34_67,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-07","USA: Oregon, Clatskanie","46.120814 -123.269165","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.86,"2571.42 mg/kg","437.842 mg/kg","233.794 mg/kg","0.296 Percent","880 ppm","2552 ppm","45.54 mg/kg","9.6995 mg/kg","9.1955 mg/kg","20.428 mg/kg","0 mg/kg"
Bio-Scales:0baff65d-4a91-4429-812a-620b6405179b,BESC-388-CL2_50_4_88,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-08","USA: Oregon, Clatskanie","46.121602 -123.270125","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,4.93,"2224.63 mg/kg","314.93 mg/kg","118.102 mg/kg","0.71 Percent","1566 ppm","4541.4 ppm","42.6146 mg/kg","8.3138 mg/kg","15.591 mg/kg","29.0125 mg/kg","0 mg/kg"
Bio-Scales:a166b0f5-ebeb-42da-988d-59ba626e115b,BESC-388-CL3_88_3_111,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-10","USA: Oregon, Clatskanie","46.121423 -123.271523","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.07,"1963.54 mg/kg","399.987 mg/kg","181.069 mg/kg","0.342 Percent","1415 ppm","4103.5 ppm","28.8914 mg/kg","5.5845 mg/kg","10.677 mg/kg","18.1475 mg/kg","0 mg/kg"
Bio-Scales:fd2265a4-3d87-4451-afe0-928f6a540175,BESC-388-CO1_32_7_5,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-03","USA: Oregon, Corvallis","44.587947 -123.193941","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.59,"2351.52 mg/kg","445.767 mg/kg","289.816 mg/kg","0.393 Percent","664 ppm","1925.6 ppm","26.6471 mg/kg","3.8888 mg/kg","3.226 mg/kg","2.1155 mg/kg","0 mg/kg"
Bio-Scales:47bbc05c-f498-4b3d-a2d1-6d186ec0ba78,BESC-388-CO1_32_7_6,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-03","USA: Oregon, Corvallis","44.587947 -123.193941","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.55,"2397.08 mg/kg","460.744 mg/kg","300.262 mg/kg","0.374 Percent","624 ppm","1809.6 ppm","29.5902 mg/kg","4 mg/kg","3.5615 mg/kg","1.928 mg/kg","0 mg/kg"
Bio-Scales:2410d122-88eb-455a-8404-81c5848f2a42,BESC-388-CO2_54_7_26,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-03","USA: Oregon, Corvallis","44.587648 -123.193914","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.48,"2044.05 mg/kg","398.928 mg/kg","184.092 mg/kg","0.327 Percent","528 ppm","1531.2 ppm","18.3765 mg/kg","4.2708 mg/kg","0 mg/kg","0.463 mg/kg","0 mg/kg"
Bio-Scales:9bf3aa2e-e96d-4a4d-be63-56366c64b005,BESC-388-CO3_8_57_46,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-04","USA: Oregon, Corvallis","44.58826 -123.192446","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,6.76,"2749.71 mg/kg","519.957 mg/kg","240.767 mg/kg","0.195 Percent","784 ppm","2273.6 ppm","36.5312 mg/kg","5.1577 mg/kg","4.193 mg/kg","0 mg/kg","0 mg/kg"
Bio-Scales:bfba1639-c5c1-46eb-881b-850dda0bb1ae,BESC-448-CL1_35_3_74,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-11","USA: Oregon, Clatskanie","46.121649 -123.269525","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.03,"2059.81 mg/kg","356.661 mg/kg","192.34 mg/kg","0.619 Percent","1503 ppm","4358.7 ppm","26.1871 mg/kg","4.9097 mg/kg","14.099 mg/kg","5.7905 mg/kg","0 mg/kg"
Bio-Scales:3ecb1576-f63a-4e83-90a9-d161084bfe92,BESC-448-CL3_88_32_120,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-12","USA: Oregon, Clatskanie","46.120791 -123.271619","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.46,"2435.35 mg/kg","444.03 mg/kg","328.053 mg/kg","0.439 Percent","1154 ppm","3346.6 ppm","35.7355 mg/kg","8.0582 mg/kg","9.211 mg/kg","18.875 mg/kg","0 mg/kg"
Bio-Scales:709b4696-4a3f-4709-b452-dd73a6522729,BESC-470-CL2_38_23_104,natural organic matter,soil,,anthropogenic terrestrial biome [ENVO:01000219],agricultural field [ENVO:00000114],agricultural soil [ENVO:00002259],Environmental,Terrestrial,Soil,Bulk soil,Agricultural soil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,experimental_garden,fresh,"2020-09-11","USA: Oregon, Clatskanie","46.121117 -123.269633","62 meter","4 C",,,"0.1",,,,,,,,,,,,,,,,,5.38,"2568.36 mg/kg","401.36 mg/kg","233.882 mg/kg","0.455 Percent","1452 ppm","4210.8 ppm","53.8359 mg/kg","8.171 mg/kg","11.693 mg/kg","16.977 mg/kg","0 mg/kg"
