Biosample,Reads,Bases,projectGoldId,biosampleGoldId,sequencingStrategy
SAMEA7723888,12553146,1863749754,Gp0618881,Gb0315787,Metagenome
SAMEA7723388,12363212,1841447034,Gp0619357,Gb0315434,Targeted Gene Survey
SAMEA7723388,12363212,1841447034,Gp0618528,Gb0315434,Metagenome
SAMEA7723906,12143220,1809679097,Gp0452752,Gb0240126,Metagenome
SAMEA7723906,12143220,1809679097,Gp0619173,Gb0240126,Targeted Gene Survey
SAMEA7723462,12103432,1806784362,Gp0619415,Gb0315670,Targeted Gene Survey
SAMEA7723462,12103432,1806784362,Gp0618764,Gb0315670,Metagenome
SAMEA7723668,12021412,1789361623,Gp0619616,Gb0315949,Targeted Gene Survey
SAMEA7723668,12021412,1789361623,Gp0619043,Gb0315949,Metagenome
SAMEA7724198,12020842,1791344321,Gp0619215,Gb0240071,Targeted Gene Survey
SAMEA7724198,12020842,1791344321,Gp0452697,Gb0240071,Metagenome
SAMEA7723416,11899656,1777511117,Gp0618958,Gb0315864,Metagenome
SAMEA7723416,11899656,1777511117,Gp0619385,Gb0315864,Targeted Gene Survey
SAMEA7723524,11844038,1769373455,Gp0619475,Gb0315882,Targeted Gene Survey
SAMEA7723524,11844038,1769373455,Gp0618976,Gb0315882,Metagenome
SAMEA7723613,11751518,1756058642,Gp0618859,Gb0315765,Metagenome
SAMEA7723613,11751518,1756058642,Gp0619564,Gb0315765,Targeted Gene Survey
SAMEA7723860,11665958,1742912381,Gp0618823,Gb0315729,Metagenome
SAMEA7723860,11665958,1742912381,Gp0619760,Gb0315729,Targeted Gene Survey
SAMEA7723861,11660606,1739545879,Gp0619761,Gb0315730,Targeted Gene Survey
SAMEA7723861,11660606,1739545879,Gp0618824,Gb0315730,Metagenome
SAMEA7724296,11653360,1740836748,Gp0452643,Gb0240017,Metagenome
SAMEA7724296,11653360,1740836748,Gp0619308,Gb0240017,Targeted Gene Survey
SAMEA7723700,11615766,1678182809,Gp0619648,Gb0315812,Targeted Gene Survey
SAMEA7723700,11615766,1678182809,Gp0618906,Gb0315812,Metagenome
SAMEA7723915,11587918,1730258237,Gp0619808,Gb0315781,Targeted Gene Survey
SAMEA7723915,11587918,1730258237,Gp0618875,Gb0315781,Metagenome
SAMEA7724340,11576932,1727627174,Gp0619342,Gb0240044,Targeted Gene Survey
SAMEA7724340,11576932,1727627174,Gp0452670,Gb0240044,Metagenome
SAMEA7724209,11498562,1710797056,Gp0619226,Gb0240088,Targeted Gene Survey
SAMEA7724209,11498562,1710797056,Gp0452714,Gb0240088,Metagenome
SAMEA7724216,11445442,1711067201,Gp0452721,Gb0240095,Metagenome
SAMEA7724216,11445442,1711067201,Gp0619233,Gb0240095,Targeted Gene Survey
SAMEA7724307,11393384,1706085037,Gp0452647,Gb0240021,Metagenome
SAMEA7724307,11393384,1706085037,Gp0619319,Gb0240021,Targeted Gene Survey
SAMEA7723733,11361898,1666644899,Gp0618939,Gb0315845,Metagenome
SAMEA7723733,11361898,1666644899,Gp0619681,Gb0315845,Targeted Gene Survey
SAMEA7723621,11316260,1682737286,Gp0618996,Gb0315902,Metagenome
SAMEA7723621,11316260,1682737286,Gp0619569,Gb0315902,Targeted Gene Survey
SAMEA7723453,11309024,1690514788,Gp0618890,Gb0315796,Metagenome
SAMEA7723453,11309024,1690514788,Gp0619406,Gb0315796,Targeted Gene Survey
SAMEA7723461,11243118,1676110070,Gp0619414,Gb0315669,Targeted Gene Survey
SAMEA7723461,11243118,1676110070,Gp0618763,Gb0315669,Metagenome
SAMEA7724305,11213698,1676851295,Gp0619317,Gb0239926,Targeted Gene Survey
SAMEA7724305,11213698,1676851295,Gp0452552,Gb0239926,Metagenome
SAMEA7724288,11184890,1674119123,Gp0452564,Gb0239938,Metagenome
SAMEA7724288,11184890,1674119123,Gp0619300,Gb0239938,Targeted Gene Survey
SAMEA7724303,11089576,1659093126,Gp0619315,Gb0239924,Targeted Gene Survey
SAMEA7724303,11089576,1659093126,Gp0452550,Gb0239924,Metagenome
SAMEA7723859,11019662,1647434062,Gp0619759,Gb0315728,Targeted Gene Survey
SAMEA7723859,11019662,1647434062,Gp0618822,Gb0315728,Metagenome
SAMEA7724172,10852636,1608205943,Gp0619113,Gb0316019,Metagenome
SAMEA7724172,10852636,1608205943,Gp0620027,Gb0316019,Targeted Gene Survey
SAMEA7724270,10770288,1610792696,Gp0452628,Gb0240002,Metagenome
SAMEA7724270,10770288,1610792696,Gp0619282,Gb0240002,Targeted Gene Survey
SAMEA7723921,10663144,1577974463,Gp0619813,Gb0315423,Targeted Gene Survey
SAMEA7723921,10663144,1577974463,Gp0618517,Gb0315423,Metagenome
SAMEA7723417,10639344,1586542913,Gp0577568,Gb0297320,Metagenome
SAMEA7723417,10639344,1586542913,Gp0619386,Gb0297320,Targeted Gene Survey
SAMEA7723963,10632686,1589954078,Gp0619845,Gb0297423,Targeted Gene Survey
SAMEA7723963,10632686,1589954078,Gp0578368,Gb0297423,Metagenome
SAMEA7724206,10574940,1576354004,Gp0619223,Gb0240067,Targeted Gene Survey
SAMEA7724206,10574940,1576354004,Gp0452693,Gb0240067,Metagenome
SAMEA7724342,10560836,1574894095,Gp0452672,Gb0240046,Metagenome
SAMEA7724342,10560836,1574894095,Gp0619344,Gb0240046,Targeted Gene Survey
SAMEA7723904,10358790,1541885046,Gp0619171,Gb0240121,Targeted Gene Survey
SAMEA7723904,10358790,1541885046,Gp0452747,Gb0240121,Metagenome
SAMEA7724181,10349514,1532083250,Gp0619122,Gb0316028,Metagenome
SAMEA7724181,10349514,1532083250,Gp0620036,Gb0316028,Targeted Gene Survey
SAMEA7724004,10301598,1537066115,Gp0619886,Gb0297436,Targeted Gene Survey
SAMEA7724004,10301598,1537066115,Gp0578381,Gb0297436,Metagenome
SAMEA7724239,10294170,1539936026,Gp0452596,Gb0239970,Metagenome
SAMEA7724239,10294170,1539936026,Gp0619251,Gb0239970,Targeted Gene Survey
SAMEA7724167,10282660,1506127174,Gp0619108,Gb0316014,Metagenome
SAMEA7724167,10282660,1506127174,Gp0620022,Gb0316014,Targeted Gene Survey
SAMEA7724191,10265744,1494245958,Gp0620046,Gb0316038,Targeted Gene Survey
SAMEA7724191,10265744,1494245958,Gp0619132,Gb0316038,Metagenome
SAMEA7723854,10239842,1529123818,Gp0618865,Gb0315771,Metagenome
SAMEA7723854,10239842,1529123818,Gp0619754,Gb0315771,Targeted Gene Survey
SAMEA7723919,10198058,1413135568,Gp0619811,Gb0315421,Targeted Gene Survey
SAMEA7723919,10198058,1413135568,Gp0618515,Gb0315421,Metagenome
SAMEA7724382,10170246,1513328105,Gp0620097,Gb0297484,Targeted Gene Survey
SAMEA7724382,10170246,1513328105,Gp0578429,Gb0297484,Metagenome
SAMEA7724371,10161664,1510047932,Gp0618951,Gb0315857,Metagenome
SAMEA7724371,10161664,1510047932,Gp0620086,Gb0315857,Targeted Gene Survey
SAMEA7723727,10142388,1488476591,Gp0618933,Gb0315839,Metagenome
SAMEA7723727,10142388,1488476591,Gp0619675,Gb0315839,Targeted Gene Survey
SAMEA7723619,10121966,1506707744,Gp0618994,Gb0315900,Metagenome
SAMEA7723619,10121966,1506707744,Gp0619567,Gb0315900,Targeted Gene Survey
SAMEA7723862,10101960,1508742764,Gp0619762,Gb0315731,Targeted Gene Survey
SAMEA7723862,10101960,1508742764,Gp0618825,Gb0315731,Metagenome
SAMEA7723491,10075344,1504550399,Gp0577879,Gb0297345,Metagenome
SAMEA7723491,10075344,1504550399,Gp0619442,Gb0297345,Targeted Gene Survey
SAMEA7724268,10044560,1501631442,Gp0452626,Gb0240000,Metagenome
SAMEA7724268,10044560,1501631442,Gp0619280,Gb0240000,Targeted Gene Survey
SAMEA7723650,10013100,1489759256,Gp0619598,Gb0315931,Targeted Gene Survey
SAMEA7723650,10013100,1489759256,Gp0619025,Gb0315931,Metagenome
SAMEA7724013,9975312,1360630578,Gp0618946,Gb0315852,Metagenome
SAMEA7724013,9975312,1360630578,Gp0619895,Gb0315852,Targeted Gene Survey
SAMEA7723560,9958740,1486554111,Gp0578115,Gb0297366,Metagenome
SAMEA7723560,9958740,1486554111,Gp0619511,Gb0297366,Targeted Gene Survey
SAMEA7723531,9933092,1480245746,Gp0618983,Gb0315889,Metagenome
SAMEA7723531,9933092,1480245746,Gp0619482,Gb0315889,Targeted Gene Survey
SAMEA7724180,9926502,1475246551,Gp0619121,Gb0316027,Metagenome
SAMEA7724180,9926502,1475246551,Gp0620035,Gb0316027,Targeted Gene Survey
SAMEA7723661,9914554,1475056459,Gp0619609,Gb0315942,Targeted Gene Survey
SAMEA7723661,9914554,1475056459,Gp0619036,Gb0315942,Metagenome
SAMEA7723705,9890352,1471186832,Gp0618911,Gb0315817,Metagenome
SAMEA7723705,9890352,1471186832,Gp0619653,Gb0315817,Targeted Gene Survey
SAMEA7724188,9857752,1465748156,Gp0619129,Gb0316035,Metagenome
SAMEA7724188,9857752,1465748156,Gp0620043,Gb0316035,Targeted Gene Survey
SAMEA7723427,9814752,1463613394,Gp0577743,Gb0297330,Metagenome
SAMEA7723427,9814752,1463613394,Gp0619396,Gb0297330,Targeted Gene Survey
SAMEA7723401,9813638,1463209163,Gp0619370,Gb0297315,Targeted Gene Survey
SAMEA7723401,9813638,1463209163,Gp0577513,Gb0297315,Metagenome
SAMEA7723855,9723920,1451642519,Gp0619755,Gb0315772,Targeted Gene Survey
SAMEA7723855,9723920,1451642519,Gp0618866,Gb0315772,Metagenome
SAMEA7724030,9720140,1451818954,Gp0619912,Gb0297448,Targeted Gene Survey
SAMEA7724030,9720140,1451818954,Gp0578393,Gb0297448,Metagenome
SAMEA7723885,9688980,1451409294,Gp0618879,Gb0315785,Metagenome
SAMEA7723885,9688980,1451409294,Gp0619785,Gb0315785,Targeted Gene Survey
SAMEA7724179,9637710,1431713108,Gp0619120,Gb0316026,Metagenome
SAMEA7724179,9637710,1431713108,Gp0620034,Gb0316026,Targeted Gene Survey
SAMEA7723615,9625490,1417001970,Gp0452686,Gb0240060,Metagenome
SAMEA7723615,9625490,1417001970,Gp0619166,Gb0240060,Targeted Gene Survey
SAMEA7724185,9609688,1429178417,Gp0620040,Gb0316032,Targeted Gene Survey
SAMEA7724185,9609688,1429178417,Gp0619126,Gb0316032,Metagenome
SAMEA7723927,9507536,1417920775,Gp0452701,Gb0240075,Metagenome
SAMEA7723927,9507536,1417920775,Gp0619178,Gb0240075,Targeted Gene Survey
SAMEA7723541,9493846,1409824506,Gp0577986,Gb0297356,Metagenome
SAMEA7723541,9493846,1409824506,Gp0619492,Gb0297356,Targeted Gene Survey
SAMEA7723734,9484738,1397888755,Gp0618940,Gb0315846,Metagenome
SAMEA7723734,9484738,1397888755,Gp0619682,Gb0315846,Targeted Gene Survey
SAMEA7723903,9473382,1389721623,Gp0619170,Gb0240120,Targeted Gene Survey
SAMEA7723903,9473382,1389721623,Gp0452746,Gb0240120,Metagenome
SAMEA7723507,9448184,1406857863,Gp0618746,Gb0315652,Metagenome
SAMEA7723507,9448184,1406857863,Gp0619458,Gb0315652,Targeted Gene Survey
SAMEA7723993,9395310,1403328223,Gp0619875,Gb0315978,Targeted Gene Survey
SAMEA7723993,9395310,1403328223,Gp0619072,Gb0315978,Metagenome
SAMEA7723666,9317864,1387482363,Gp0619614,Gb0315947,Targeted Gene Survey
SAMEA7723666,9317864,1387482363,Gp0619041,Gb0315947,Metagenome
SAMEA7723556,9295252,1381634418,Gp0578067,Gb0297362,Metagenome
SAMEA7723556,9295252,1381634418,Gp0619507,Gb0297362,Targeted Gene Survey
SAMEA7723723,9194792,1360970630,Gp0619671,Gb0315835,Targeted Gene Survey
SAMEA7723723,9194792,1360970630,Gp0618929,Gb0315835,Metagenome
SAMEA7723992,9182124,1369846837,Gp0619071,Gb0315977,Metagenome
SAMEA7723992,9182124,1369846837,Gp0619874,Gb0315977,Targeted Gene Survey
SAMEA7724225,9144322,1366824488,Gp0452683,Gb0240057,Metagenome
SAMEA7724225,9144322,1366824488,Gp0619242,Gb0240057,Targeted Gene Survey
SAMEA7723902,9035494,1349476239,Gp0452741,Gb0240115,Metagenome
SAMEA7723902,9035494,1349476239,Gp0619169,Gb0240115,Targeted Gene Survey
SAMEA7723743,9012082,1344278923,Gp0578238,Gb0297380,Metagenome
SAMEA7723743,9012082,1344278923,Gp0619691,Gb0297380,Targeted Gene Survey
SAMEA7724108,8928070,1334232004,Gp0619191,Gb0239954,Targeted Gene Survey
SAMEA7724108,8928070,1334232004,Gp0452580,Gb0239954,Metagenome
SAMEA7724109,8922294,1332748852,Gp0619192,Gb0239955,Targeted Gene Survey
SAMEA7724109,8922294,1332748852,Gp0452581,Gb0239955,Metagenome
SAMEA7723709,8884672,1321079334,Gp0618915,Gb0315821,Metagenome
SAMEA7723709,8884672,1321079334,Gp0619657,Gb0315821,Targeted Gene Survey
SAMEA7723957,8837660,1317668857,Gp0578362,Gb0297417,Metagenome
SAMEA7723957,8837660,1317668857,Gp0619839,Gb0297417,Targeted Gene Survey
SAMEA7723702,8803670,1307418301,Gp0619650,Gb0315814,Targeted Gene Survey
SAMEA7723702,8803670,1307418301,Gp0618908,Gb0315814,Metagenome
SAMEA7723433,8769412,1305831272,Gp0619152,Gb0240124,Targeted Gene Survey
SAMEA7723433,8769412,1305831272,Gp0452750,Gb0240124,Metagenome
SAMEA7723717,8535530,1269347073,Gp0618923,Gb0315829,Metagenome
SAMEA7723717,8535530,1269347073,Gp0619665,Gb0315829,Targeted Gene Survey
SAMEA7723896,8449926,1259904140,Gp0578335,Gb0297390,Metagenome
SAMEA7723896,8449926,1259904140,Gp0619796,Gb0297390,Targeted Gene Survey
SAMEA7724105,8429630,1257977443,Gp0619188,Gb0240125,Targeted Gene Survey
SAMEA7724105,8429630,1257977443,Gp0452751,Gb0240125,Metagenome
SAMEA7723725,8404108,1249470061,Gp0619673,Gb0315837,Targeted Gene Survey
SAMEA7723725,8404108,1249470061,Gp0618931,Gb0315837,Metagenome
SAMEA7723658,8377132,1245462043,Gp0619606,Gb0315939,Targeted Gene Survey
SAMEA7723658,8377132,1245462043,Gp0619033,Gb0315939,Metagenome
SAMEA7723558,8333968,1242431056,Gp0619509,Gb0297364,Targeted Gene Survey
SAMEA7723558,8333968,1242431056,Gp0578092,Gb0297364,Metagenome
SAMEA7724059,8322092,1236779405,Gp0578409,Gb0297464,Metagenome
SAMEA7724059,8322092,1236779405,Gp0619941,Gb0297464,Targeted Gene Survey
SAMEA7723887,8320430,1245120411,Gp0619787,Gb0315794,Targeted Gene Survey
SAMEA7723887,8320430,1245120411,Gp0618888,Gb0315794,Metagenome
SAMEA7724283,8250280,1233376533,Gp0619295,Gb0239935,Targeted Gene Survey
SAMEA7724283,8250280,1233376533,Gp0452561,Gb0239935,Metagenome
SAMEA7723460,8145936,1216491575,Gp0618762,Gb0315668,Metagenome
SAMEA7723460,8145936,1216491575,Gp0619413,Gb0315668,Targeted Gene Survey
SAMEA7724017,8129576,1216211624,Gp0619899,Gb0297440,Targeted Gene Survey
SAMEA7724017,8129576,1216211624,Gp0578385,Gb0297440,Metagenome
SAMEA7724037,8039974,1199702643,Gp0578399,Gb0297454,Metagenome
SAMEA7724037,8039974,1199702643,Gp0619919,Gb0297454,Targeted Gene Survey
SAMEA7724313,8018452,1200419117,Gp0452653,Gb0240027,Metagenome
SAMEA7724313,8018452,1200419117,Gp0619325,Gb0240027,Targeted Gene Survey
SAMEA7724023,8011700,1186172821,Gp0578389,Gb0297444,Metagenome
SAMEA7724023,8011700,1186172821,Gp0619905,Gb0297444,Targeted Gene Survey
SAMEA7723620,7851574,1168014391,Gp0619568,Gb0315901,Targeted Gene Survey
SAMEA7723620,7851574,1168014391,Gp0618995,Gb0315901,Metagenome
SAMEA7723944,7851116,1161871152,Gp0619179,Gb0239864,Targeted Gene Survey
SAMEA7723944,7851116,1161871152,Gp0452474,Gb0239864,Metagenome
SAMEA7724010,7845516,1171133273,Gp0619892,Gb0315849,Targeted Gene Survey
SAMEA7724010,7845516,1171133273,Gp0618943,Gb0315849,Metagenome
SAMEA7724284,7819450,1165676051,Gp0452562,Gb0239936,Metagenome
SAMEA7724284,7819450,1165676051,Gp0619296,Gb0239936,Targeted Gene Survey
SAMEA7724034,7805614,1146065380,Gp0578396,Gb0297451,Metagenome
SAMEA7724034,7805614,1146065380,Gp0619916,Gb0297451,Targeted Gene Survey
SAMEA7723480,7803270,1168946992,Gp0577790,Gb0297334,Metagenome
SAMEA7723480,7803270,1168946992,Gp0619431,Gb0297334,Targeted Gene Survey
SAMEA7723692,7604996,1137310550,Gp0618898,Gb0315804,Metagenome
SAMEA7723692,7604996,1137310550,Gp0619640,Gb0315804,Targeted Gene Survey
SAMEA7724000,7593336,1132464839,Gp0619882,Gb0297432,Targeted Gene Survey
SAMEA7724000,7593336,1132464839,Gp0578377,Gb0297432,Metagenome
SAMEA7724112,7582228,1123752872,Gp0452584,Gb0239958,Metagenome
SAMEA7724112,7582228,1123752872,Gp0619195,Gb0239958,Targeted Gene Survey
SAMEA7724223,7510874,1121720143,Gp0619240,Gb0240086,Targeted Gene Survey
SAMEA7724223,7510874,1121720143,Gp0452712,Gb0240086,Metagenome
SAMEA7723889,7473694,1115879660,Gp0618882,Gb0315788,Metagenome
SAMEA7723889,7473694,1115879660,Gp0619789,Gb0315788,Targeted Gene Survey
SAMEA7724170,7445638,1108247671,Gp0620025,Gb0316017,Targeted Gene Survey
SAMEA7724170,7445638,1108247671,Gp0619111,Gb0316017,Metagenome
SAMEA7724183,7417896,1103049507,Gp0620038,Gb0316030,Targeted Gene Survey
SAMEA7724183,7417896,1103049507,Gp0619124,Gb0316030,Metagenome
SAMEA7723665,7326152,1089672702,Gp0619040,Gb0315946,Metagenome
SAMEA7723665,7326152,1089672702,Gp0619613,Gb0315946,Targeted Gene Survey
SAMEA7724248,7313576,1091500289,Gp0452605,Gb0239979,Metagenome
SAMEA7724248,7313576,1091500289,Gp0619260,Gb0239979,Targeted Gene Survey
SAMEA7723969,7305154,1091498695,Gp0619851,Gb0315655,Targeted Gene Survey
SAMEA7723969,7305154,1091498695,Gp0618749,Gb0315655,Metagenome
SAMEA7724164,7300506,1085366955,Gp0620019,Gb0316011,Targeted Gene Survey
SAMEA7724164,7300506,1085366955,Gp0619105,Gb0316011,Metagenome
SAMEA7723617,7286620,1083323186,Gp0618992,Gb0315898,Metagenome
SAMEA7723617,7286620,1083323186,Gp0619565,Gb0315898,Targeted Gene Survey
SAMEA7724039,7178606,1056647240,Gp0619921,Gb0297456,Targeted Gene Survey
SAMEA7724039,7178606,1056647240,Gp0578401,Gb0297456,Metagenome
SAMEA7723866,7154896,1067313108,Gp0619766,Gb0315735,Targeted Gene Survey
SAMEA7723866,7154896,1067313108,Gp0618829,Gb0315735,Metagenome
SAMEA7723606,7151370,1060844488,Gp0618886,Gb0315792,Metagenome
SAMEA7723606,7151370,1060844488,Gp0619557,Gb0315792,Targeted Gene Survey
SAMEA7723853,7149492,1058370124,Gp0619753,Gb0315770,Targeted Gene Survey
SAMEA7723853,7149492,1058370124,Gp0618864,Gb0315770,Metagenome
SAMEA7724321,7129470,1066129789,Gp0619333,Gb0240035,Targeted Gene Survey
SAMEA7724321,7129470,1066129789,Gp0452661,Gb0240035,Metagenome
SAMEA7723634,7022190,1044378812,Gp0619009,Gb0315915,Metagenome
SAMEA7723634,7022190,1044378812,Gp0619582,Gb0315915,Targeted Gene Survey
SAMEA7724377,6952754,1033747100,Gp0578424,Gb0297479,Metagenome
SAMEA7724377,6952754,1033747100,Gp0620092,Gb0297479,Targeted Gene Survey
SAMEA7723518,6951914,1038256486,Gp0618970,Gb0315876,Metagenome
SAMEA7723518,6951914,1038256486,Gp0619469,Gb0315876,Targeted Gene Survey
SAMEA7723652,6951082,1033299388,Gp0619600,Gb0315933,Targeted Gene Survey
SAMEA7723652,6951082,1033299388,Gp0619027,Gb0315933,Metagenome
SAMEA7723663,6856508,1019631280,Gp0619038,Gb0315944,Metagenome
SAMEA7723663,6856508,1019631280,Gp0619611,Gb0315944,Targeted Gene Survey
SAMEA7723730,6777708,1000566316,Gp0618936,Gb0315842,Metagenome
SAMEA7723730,6777708,1000566316,Gp0619678,Gb0315842,Targeted Gene Survey
SAMEA7723865,6726864,1000344131,Gp0618828,Gb0315734,Metagenome
SAMEA7723865,6726864,1000344131,Gp0619765,Gb0315734,Targeted Gene Survey
SAMEA7723999,6662818,993559050,Gp0619881,Gb0297431,Targeted Gene Survey
SAMEA7723999,6662818,993559050,Gp0578376,Gb0297431,Metagenome
SAMEA7723430,6564202,978493074,Gp0619149,Gb0240117,Targeted Gene Survey
SAMEA7723430,6564202,978493074,Gp0452743,Gb0240117,Metagenome
SAMEA7723542,6507202,966721391,Gp0578003,Gb0297357,Metagenome
SAMEA7723542,6507202,966721391,Gp0619493,Gb0297357,Targeted Gene Survey
SAMEA7723521,6501308,967140038,Gp0618973,Gb0315879,Metagenome
SAMEA7723521,6501308,967140038,Gp0619472,Gb0315879,Targeted Gene Survey
SAMEA7724132,6487176,944591921,Gp0618523,Gb0315429,Metagenome
SAMEA7724132,6487176,944591921,Gp0619987,Gb0315429,Targeted Gene Survey
SAMEA7723728,6441268,945080241,Gp0618934,Gb0315840,Metagenome
SAMEA7723728,6441268,945080241,Gp0619676,Gb0315840,Targeted Gene Survey
SAMEA7723851,6438574,962807227,Gp0619751,Gb0315768,Targeted Gene Survey
SAMEA7723851,6438574,962807227,Gp0618862,Gb0315768,Metagenome
SAMEA7723649,6429652,956796296,Gp0619597,Gb0315930,Targeted Gene Survey
SAMEA7723649,6429652,956796296,Gp0619024,Gb0315930,Metagenome
SAMEA7724289,6372808,953800802,Gp0619301,Gb0239939,Targeted Gene Survey
SAMEA7724289,6372808,953800802,Gp0452565,Gb0239939,Metagenome
SAMEA7724302,6359702,951691981,Gp0452549,Gb0239923,Metagenome
SAMEA7724302,6359702,951691981,Gp0619314,Gb0239923,Targeted Gene Survey
SAMEA7723967,6311464,936824801,Gp0619849,Gb0315653,Targeted Gene Survey
SAMEA7723967,6311464,936824801,Gp0618747,Gb0315653,Metagenome
SAMEA7723602,6298370,943553963,Gp0619553,Gb0315761,Targeted Gene Survey
SAMEA7723602,6298370,943553963,Gp0618855,Gb0315761,Metagenome
SAMEA7723970,6275830,938269449,Gp0619852,Gb0315656,Targeted Gene Survey
SAMEA7723970,6275830,938269449,Gp0618750,Gb0315656,Metagenome
SAMEA7723848,6247862,931696223,Gp0619748,Gb0315438,Targeted Gene Survey
SAMEA7723848,6247862,931696223,Gp0618532,Gb0315438,Metagenome
SAMEA7724134,6231546,925489049,Gp0619989,Gb0315431,Targeted Gene Survey
SAMEA7724134,6231546,925489049,Gp0618525,Gb0315431,Metagenome
SAMEA7723870,6162864,922382745,Gp0619770,Gb0315739,Targeted Gene Survey
SAMEA7723870,6162864,922382745,Gp0618833,Gb0315739,Metagenome
SAMEA7723694,6157542,922324601,Gp0618900,Gb0315806,Metagenome
SAMEA7723694,6157542,922324601,Gp0619642,Gb0315806,Targeted Gene Survey
SAMEA7724227,6117904,911168596,Gp0452680,Gb0240054,Metagenome
SAMEA7724227,6117904,911168596,Gp0619244,Gb0240054,Targeted Gene Survey
SAMEA7723932,6085872,899836165,Gp0619820,Gb0297398,Targeted Gene Survey
SAMEA7723932,6085872,899836165,Gp0578343,Gb0297398,Metagenome
SAMEA7723971,6069398,904974226,Gp0619853,Gb0297427,Targeted Gene Survey
SAMEA7723971,6069398,904974226,Gp0578372,Gb0297427,Metagenome
SAMEA7724231,6052882,905689244,Gp0620052,Gb0315678,Targeted Gene Survey
SAMEA7724231,6052882,905689244,Gp0618772,Gb0315678,Metagenome
SAMEA7724049,6052042,905117710,Gp0619931,Gb0315697,Targeted Gene Survey
SAMEA7724049,6052042,905117710,Gp0618791,Gb0315697,Metagenome
SAMEA7723916,6051402,835071062,Gp0619809,Gb0315419,Targeted Gene Survey
SAMEA7723916,6051402,835071062,Gp0618513,Gb0315419,Metagenome
SAMEA7723891,6006446,898520755,Gp0619050,Gb0315956,Metagenome
SAMEA7723891,6006446,898520755,Gp0619791,Gb0315956,Targeted Gene Survey
SAMEA7724130,6000538,888610087,Gp0619985,Gb0315427,Targeted Gene Survey
SAMEA7724130,6000538,888610087,Gp0618521,Gb0315427,Metagenome
SAMEA7724352,5986926,893253606,Gp0620067,Gb0315855,Targeted Gene Survey
SAMEA7724352,5986926,893253606,Gp0618949,Gb0315855,Metagenome
SAMEA7724150,5986088,888314212,Gp0620005,Gb0315997,Targeted Gene Survey
SAMEA7724150,5986088,888314212,Gp0619091,Gb0315997,Metagenome
SAMEA7723719,5895136,876359968,Gp0618925,Gb0315831,Metagenome
SAMEA7723719,5895136,876359968,Gp0619667,Gb0315831,Targeted Gene Survey
SAMEA7723917,5875336,847536085,Gp0619810,Gb0315420,Targeted Gene Survey
SAMEA7723917,5875336,847536085,Gp0618514,Gb0315420,Metagenome
SAMEA7724057,5832478,865502447,Gp0619939,Gb0297462,Targeted Gene Survey
SAMEA7724057,5832478,865502447,Gp0578407,Gb0297462,Metagenome
SAMEA7724190,5760628,856305133,Gp0620045,Gb0316037,Targeted Gene Survey
SAMEA7724190,5760628,856305133,Gp0619131,Gb0316037,Metagenome
SAMEA7723508,5759792,855436861,Gp0619459,Gb0297350,Targeted Gene Survey
SAMEA7723508,5759792,855436861,Gp0577919,Gb0297350,Metagenome
SAMEA7723732,5749674,845682413,Gp0619680,Gb0315844,Targeted Gene Survey
SAMEA7723732,5749674,845682413,Gp0618938,Gb0315844,Metagenome
SAMEA7723925,5745346,853603722,Gp0452705,Gb0240079,Metagenome
SAMEA7723925,5745346,853603722,Gp0619176,Gb0240079,Targeted Gene Survey
SAMEA7724230,5725858,855646951,Gp0618778,Gb0315684,Metagenome
SAMEA7724230,5725858,855646951,Gp0620051,Gb0315684,Targeted Gene Survey
SAMEA7724374,5678858,844320747,Gp0578421,Gb0297476,Metagenome
SAMEA7724374,5678858,844320747,Gp0620089,Gb0297476,Targeted Gene Survey
SAMEA7723947,5676234,848965223,Gp0452556,Gb0239930,Metagenome
SAMEA7723947,5676234,848965223,Gp0619182,Gb0239930,Targeted Gene Survey
SAMEA7724378,5665438,841560311,Gp0578425,Gb0297480,Metagenome
SAMEA7724378,5665438,841560311,Gp0620093,Gb0297480,Targeted Gene Survey
SAMEA7723522,5663674,844857958,Gp0618974,Gb0315880,Metagenome
SAMEA7723522,5663674,844857958,Gp0619473,Gb0315880,Targeted Gene Survey
SAMEA7724353,5623950,838147693,Gp0618950,Gb0315856,Metagenome
SAMEA7724353,5623950,838147693,Gp0620068,Gb0315856,Targeted Gene Survey
SAMEA7724143,5582472,830374596,Gp0619084,Gb0315990,Metagenome
SAMEA7724143,5582472,830374596,Gp0619998,Gb0315990,Targeted Gene Survey
SAMEA7723497,5536142,824981791,Gp0619136,Gb0316042,Metagenome
SAMEA7723497,5536142,824981791,Gp0619448,Gb0316042,Targeted Gene Survey
SAMEA7724038,5521740,824498321,Gp0578400,Gb0297455,Metagenome
SAMEA7724038,5521740,824498321,Gp0619920,Gb0297455,Targeted Gene Survey
SAMEA7723654,5516978,820325542,Gp0619602,Gb0315935,Targeted Gene Survey
SAMEA7723654,5516978,820325542,Gp0619029,Gb0315935,Metagenome
SAMEA7724022,5439614,812500018,Gp0578388,Gb0297443,Metagenome
SAMEA7724022,5439614,812500018,Gp0619904,Gb0297443,Targeted Gene Survey
SAMEA7723603,5437576,814520198,Gp0619554,Gb0315762,Targeted Gene Survey
SAMEA7723603,5437576,814520198,Gp0618856,Gb0315762,Metagenome
SAMEA7724136,5406358,805344312,Gp0618527,Gb0315433,Metagenome
SAMEA7724136,5406358,805344312,Gp0619991,Gb0315433,Targeted Gene Survey
